xmag ymag zmag
-583 3918 -1895
-583 3918 -1895
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-1787 3984 -2646
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-2808 3560 -3255
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3431 2790 -3769
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3743 1660 -4449
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3563 622 -4852
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-3157 -326 -5040
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2697 -1106 -4796
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-2114 -1798 -4424
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-1352 -2240 -3938
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-697 -2455 -3486
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
-58 -2461 -3087
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
629 -2312 -2650
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1037 -2097 -2455
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1211 -1759 -3062
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1518 -1465 -3178
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
1910 -1224 -2970
2184 -856 -2853
2184 -856 -2853
2184 -856 -2853
2184 -856 -2853
2184 -856 -2853
2184 -856 -2853
2184 -856 -2853
2440 -629 -2846
2330 -629 -2846
2330 -629 -2846
2330 -629 -2846
2330 -629 -2846
2330 -629 -2846
2330 -629 -2846
2330 -629 -2846
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2469 -326 -2659
2462 7 -2249
2462 7 -2249
2462 7 -2249
2462 7 -2249
2462 7 -2249
2462 7 -2249
2462 7 -2249
2462 7 -2249
2488 329 -2064
2488 329 -2064
2488 329 -2064
2488 329 -2064
2488 329 -2064
2488 329 -2064
2488 329 -2064
2488 329 -2064
2388 722 -1671
2388 722 -1671
2388 722 -1671
2388 722 -1671
2388 722 -1671
2388 722 -1671
2388 722 -1671
2388 722 -1671
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
2225 1551 -1563
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1968 2402 -1852
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
1320 3313 -2253
365 3921 -2767
365 3921 -2767
365 3921 -2767
365 3921 -2767
365 3921 -2767
365 3921 -2767
365 3921 -2767
365 3921 -2767
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-867 4159 -3374
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-2015 4003 -3799
-3016 3395 -4007
-3016 3395 -4007
-3016 3395 -4007
-3016 3395 -4007
-3016 3395 -4007
-3016 3395 -4007
