xmag ymag zmag
175 3296 -1285
175 3296 -1285
175 3296 -1285
175 3296 -1285
175 3296 -1285
175 3296 -1285
212 3546 -1578
212 3546 -1578
212 3546 -1578
212 3546 -1578
212 3546 -1578
212 3546 -1578
212 3546 -1578
212 3546 -1578
368 3805 -2325
368 3805 -2325
368 3805 -2325
368 3805 -2325
368 3805 -2325
368 3805 -2325
368 3805 -2325
368 3805 -2325
489 3865 -2737
489 3865 -2737
489 3865 -2737
489 3865 -2737
489 3865 -2737
489 3865 -2737
489 3865 -2737
489 3865 -2737
434 3833 -2644
434 3833 -2644
434 3833 -2644
434 3833 -2644
434 3833 -2644
434 3833 -2644
434 3833 -2644
434 3833 -2644
355 3792 -2238
355 3792 -2238
